Date	Open	High	Low	Close	Adj Close	Volume
8/15/1997	15.827922	15.827922	15.449134	15.476191	11.969954	554400
8/18/1997	15.476191	15.611472	15.367966	15.395021	11.907174	1097400
8/19/1997	15.503246	16.017317	15.503246	15.99026	12.367554	1392200
8/20/1997	16.125542	16.450216	16.017317	16.396105	12.68146	1583000
8/21/1997	16.423161	16.477272	16.206711	16.260822	12.576822	1462400
8/22/1997	16.071428	16.260822	15.963203	16.071428	12.430339	772400
8/25/1997	16.233767	16.396105	16.071428	16.314936	12.618677	810000
8/26/1997	16.369047	16.477272	16.260822	16.396105	12.68146	448000
8/27/1997	16.423161	16.747835	16.341991	16.666666	12.890719	1028000
8/28/1997	16.693724	17.072512	16.558441	16.883118	13.058128	1370200
8/29/1997	16.991343	17.424242	16.991343	17.180737	13.288332	1777000
9/2/1997	17.153679	17.478355	17.126623	17.478355	13.518517	989000
9/3/1997	17.640692	18.181818	17.613636	17.80303	13.769632	3208000
9/4/1997	18.073593	18.127707	17.58658	17.748919	13.727779	866600
9/5/1997	17.748919	17.748919	17.288961	17.640692	13.644065	669000
9/8/1997	17.613636	17.80303	17.424242	17.532467	13.560375	522200
9/9/1997	17.478355	18.046537	17.316017	17.667749	13.664998	564800
9/10/1997	17.775974	18.01948	17.559525	17.721861	13.70685	493000
9/11/1997	17.532467	17.532467	16.991343	17.207792	13.309248	917400
9/12/1997	17.207792	17.640692	17.207792	17.505411	13.539436	544600
9/15/1997	17.748919	18.073593	17.559525	17.58658	13.602215	604000
9/16/1997	17.965368	18.154762	17.505411	17.505411	13.539436	1017600
9/17/1997	17.640692	17.965368	17.640692	17.694805	13.685926	1091600
9/18/1997	17.80303	17.965368	17.478355	17.559525	13.5813	1447200
9/19/1997	17.505411	17.640692	17.316017	17.613636	13.62314	1283400
9/22/1997	18.073593	18.398268	17.559525	17.992424	13.91612	2003800
9/23/1997	18.127707	18.181818	17.58658	17.640692	13.644065	668600
9/24/1997	17.694805	18.01948	17.694805	17.748919	13.727779	716800
9/25/1997	17.748919	18.046537	17.667749	17.965368	13.895193	732600
9/26/1997	18.073593	18.479437	18.046537	18.154762	14.096593	888000
9/29/1997	18.154762	18.344156	18.01948	18.235931	14.159617	687200
9/30/1997	18.181818	18.560606	18.127707	18.560606	14.41172	948000
10/1/1997	18.560606	18.587662	18.181818	18.371212	14.264663	489600
10/2/1997	18.262987	18.506493	18.01948	18.154762	14.096593	935000
10/3/1997	18.235931	18.885281	18.235931	18.858225	14.642813	1293000
10/6/1997	19.48052	19.507576	19.020563	19.020563	14.768862	1571200
10/7/1997	19.101732	19.209957	18.722944	18.885281	14.663823	1799600
10/8/1997	19.182901	19.237013	18.777056	18.804113	14.600794	1491200
10/9/1997	18.560606	18.614719	18.235931	18.262987	14.180629	1621800
10/10/1997	18.262987	18.560606	18.127707	18.317099	14.222639	1185800
10/13/1997	18.614719	18.722944	18.290043	18.398268	14.285673	417000
10/14/1997	18.506493	18.506493	17.505411	17.938313	13.928534	873800
10/15/1997	17.830086	17.911255	17.721861	17.911255	13.907524	699400
10/16/1997	17.965368	18.181818	17.532467	17.80303	13.823485	1719600
10/17/1997	17.80303	17.884199	16.829004	17.478355	13.571388	1075800
10/20/1997	17.478355	18.073593	17.261906	18.073593	14.033573	822600
10/21/1997	18.073593	18.452381	17.965368	18.317099	14.222639	2054600
10/22/1997	18.371212	18.506493	18.290043	18.344156	14.243656	893000
10/23/1997	17.965368	18.317099	17.911255	18.208874	14.138605	1094800
10/24/1997	18.317099	18.452381	18.127707	18.398268	14.285673	883600
10/27/1997	18.398268	18.614719	17.424242	17.451298	13.550374	1272000
10/28/1997	17.207792	18.01948	17.099567	17.938313	13.928534	1350600
10/29/1997	17.938313	18.100649	17.58658	18.100649	14.054574	798600
10/30/1997	17.965368	18.046537	17.58658	17.640692	13.697427	616800
10/31/1997	17.80303	18.398268	17.640692	18.181818	14.117601	660200
11/3/1997	18.290043	18.885281	18.290043	18.425325	14.30668	626200
11/4/1997	18.506493	18.777056	18.317099	18.479437	14.348699	1017200
11/5/1997	18.452381	18.506493	18.073593	18.208874	14.138605	799600
11/6/1997	18.100649	18.100649	17.532467	17.667749	13.718445	755600
11/7/1997	17.532467	17.640692	17.343073	17.613636	13.676421	506800
