Date,Open,High,Low,Close,Adj Close,Volume
8/15/1997,11.706313,11.706313,11.556616,11.556616,4.262712,1791900
8/18/1997,11.556616,11.616495,11.37698,11.526676,4.25167,2066800
8/19/1997,11.526676,11.616495,11.257221,11.317101,4.174365,2697900
8/20/1997,11.317101,11.586555,11.227283,11.526676,4.25167,6255900
8/21/1997,11.526676,11.556616,11.406919,11.466798,4.229583,1822400
8/22/1997,11.34704,11.526676,11.287161,11.526676,4.25167,1219700
8/25/1997,11.556616,11.556616,11.34704,11.37698,4.196454,1520700
8/26/1997,11.37698,11.37698,11.227283,11.317101,4.174365,1671000
8/27/1997,11.34704,11.496737,11.257221,11.466798,4.229583,1540500
8/28/1997,11.496737,11.496737,11.287161,11.317101,4.174365,1599000
8/29/1997,11.34704,11.34704,11.197343,11.227283,4.141235,1659100
9/2/1997,11.287161,11.586555,11.257221,11.496737,4.240627,2504600
9/3/1997,11.586555,11.826071,11.586555,11.796131,4.35106,3278100
9/4/1997,11.796131,12.005707,11.736253,11.975768,4.41732,4094300
9/5/1997,11.975768,12.095526,11.796131,11.796131,4.35106,1861700
9/8/1997,11.766191,11.826071,11.706313,11.826071,4.456552,2924000
9/9/1997,11.826071,11.900895,11.796131,11.85601,4.467835,3430600
9/10/1997,11.85601,11.85601,11.676373,11.706313,4.411422,1438200
9/11/1997,11.616495,11.736253,11.556616,11.586555,4.366292,1199000
9/12/1997,11.616495,11.676373,11.496737,11.616495,4.377574,2146900
9/15/1997,11.586555,11.728731,11.586555,11.676373,4.400138,2123600
9/16/1997,11.736253,11.945828,11.706313,11.915889,4.490399,1730900
9/17/1997,11.915889,11.945828,11.826071,11.885949,4.479117,1333300
9/18/1997,11.945828,12.215283,11.945828,12.095526,4.558093,2618400
9/19/1997,12.095526,12.275162,12.065586,12.245222,4.614504,3765100
9/22/1997,12.245222,12.245222,11.945828,12.005707,4.524248,1334600
9/23/1997,12.035646,12.065586,11.766191,11.885949,4.479117,1085200
9/24/1997,12.005707,12.335041,12.005707,12.185344,4.59194,3663400
9/25/1997,12.215283,12.394919,12.215283,12.245222,4.614504,3033000
9/26/1997,12.245222,12.275162,12.185344,12.215283,4.603224,2916500
9/29/1997,12.245222,12.514677,12.065586,12.454799,4.693483,3766300
9/30/1997,12.454799,12.574556,12.394919,12.424859,4.682201,2268100
10/1/1997,12.454799,12.514677,12.394919,12.454799,4.693483,3050300
10/2/1997,12.394919,12.664374,12.394919,12.634435,4.761175,2247600
10/3/1997,12.694314,12.844011,12.694314,12.844011,4.840153,3098300
10/6/1997,13.323042,14.311043,12.933829,14.191285,5.347862,17901700
10/7/1997,14.311043,14.4308,13.592497,14.131406,5.325297,10083200
10/8/1997,14.071527,14.161345,13.682315,13.981709,5.268888,5667200
10/9/1997,13.832012,13.92183,13.712255,13.861951,5.223755,4037100
10/10/1997,13.832012,13.832012,13.712255,13.772133,5.189908,2028400
10/13/1997,13.772133,13.981709,13.772133,13.891891,5.235039,2267100
10/14/1997,14.131406,14.131406,13.682315,13.802073,5.201191,2456800
10/15/1997,13.652375,13.682315,13.532618,13.532618,5.099649,3024300
10/16/1997,13.682315,13.92183,13.682315,13.772133,5.189908,3402900
10/17/1997,13.772133,13.772133,13.622436,13.772133,5.189908,3711000
10/20/1997,13.802073,13.891891,13.712255,13.861951,5.223755,1777900
10/21/1997,13.891891,14.011648,13.832012,13.95177,5.257604,2216700
10/22/1997,14.011648,14.131406,13.95177,14.101466,5.314015,2409200
10/23/1997,13.891891,14.011648,13.772133,13.92183,5.246321,1783300
10/24/1997,14.011648,14.071527,13.92183,14.011648,5.280169,2268500
10/27/1997,13.95177,13.95177,13.233223,13.233223,4.986824,4264900
10/28/1997,12.694314,13.622436,12.694314,13.352981,5.031955,3546000
10/29/1997,13.38292,13.562557,13.352981,13.472738,5.077081,2160800
10/30/1997,13.38292,13.502678,13.233223,13.293102,5.009389,1375400
10/31/1997,13.38292,13.4428,13.293102,13.323042,5.020672,1607700
