Date,Open,High,Low,Close,Adj Close,Volume
8/15/1997,7.22692,7.22692,7.084095,7.084095,3.726295,1644000
8/18/1997,7.084095,7.098378,6.969835,6.969835,3.666195,994600
8/19/1997,7.026965,7.126943,6.9984,7.084095,3.726295,2356000
8/20/1997,7.084095,7.16979,7.069813,7.141225,3.756347,2369600
8/21/1997,7.312614,7.369744,7.155507,7.16979,3.771373,2001500
8/22/1997,7.126943,7.241202,6.94127,7.22692,3.801422,1367900
8/25/1997,7.255485,7.484004,7.255485,7.441156,3.914114,2254500
8/26/1997,7.441156,7.555416,7.441156,7.526851,3.95919,2067200
8/27/1997,7.541133,7.555416,7.512568,7.541133,3.966702,3080200
8/28/1997,7.541133,7.726805,7.541133,7.69824,4.049342,981500
8/29/1997,7.683958,7.683958,7.598263,7.612545,4.004267,301900
9/2/1997,7.598263,7.712523,7.598263,7.69824,4.049342,797300
9/3/1997,7.741088,7.955325,7.741088,7.912477,4.162034,1503500
9/4/1997,8.026737,8.026737,7.941042,7.969607,4.192084,964900
9/5/1997,7.969607,7.969607,7.75537,7.75537,4.079394,1130300
9/8/1997,7.783935,7.826782,7.769653,7.769653,4.086906,2523200
9/9/1997,7.769653,7.769653,7.598263,7.612545,4.004267,1552600
9/10/1997,7.626828,7.626828,7.512568,7.541133,3.966702,2339400
9/11/1997,7.512568,7.512568,7.398309,7.426874,3.906601,1010400
9/12/1997,7.455439,7.598263,7.455439,7.583981,3.989242,454200
9/15/1997,7.626828,7.712523,7.626828,7.712523,4.056854,547800
9/16/1997,7.569698,7.783935,7.569698,7.783935,4.094419,618700
9/17/1997,7.8125,7.855347,7.69824,7.712523,4.056854,2244400
9/18/1997,7.726805,7.726805,7.512568,7.569698,3.981728,1263700
9/19/1997,7.569698,7.655393,7.555416,7.655393,4.026804,627500
9/22/1997,7.655393,7.669675,7.555416,7.569698,3.981728,300100
9/23/1997,7.541133,7.555416,7.412591,7.426874,3.906601,3618900
9/24/1997,7.426874,7.541133,7.341179,7.512568,3.951678,2365600
9/25/1997,7.512568,7.526851,7.369744,7.384027,3.884063,2408500
9/26/1997,7.384027,7.398309,7.355462,7.384027,3.884063,1308800
9/29/1997,7.412591,7.541133,7.398309,7.455439,3.921627,2510500
9/30/1997,7.469721,7.512568,7.455439,7.498286,3.944164,2223000
10/1/1997,7.498286,7.541133,7.455439,7.484004,3.936653,2955100
10/2/1997,7.498286,7.598263,7.469721,7.555416,3.974217,1965200
10/3/1997,7.583981,7.726805,7.583981,7.69824,4.049342,1496500
10/6/1997,7.769653,7.769653,7.683958,7.741088,4.07188,673400
10/7/1997,7.769653,7.769653,7.69824,7.712523,4.056854,2008100
10/8/1997,7.712523,7.712523,7.426874,7.498286,3.944164,1798500
10/9/1997,7.498286,7.569698,7.412591,7.484004,3.936653,2436500
10/10/1997,7.426874,7.541133,7.412591,7.484004,3.936653,2595800
10/13/1997,7.484004,7.484004,7.398309,7.412591,3.899089,1760400
10/14/1997,7.426874,7.441156,7.412591,7.426874,3.906601,372800
10/15/1997,7.426874,7.569698,7.412591,7.541133,3.966702,2874100
10/16/1997,7.541133,7.569698,7.484004,7.498286,3.944164,742600
10/17/1997,7.484004,7.498286,7.155507,7.22692,3.801422,984600
10/20/1997,7.212637,7.28405,7.084095,7.141225,3.756347,1057200
10/21/1997,7.198355,7.198355,6.827011,6.855576,3.606095,1954700
10/22/1997,6.969835,7.026965,6.612774,6.898423,3.628629,6738100
10/23/1997,6.755599,6.827011,6.698469,6.784163,3.56853,1863300
10/24/1997,6.855576,7.069813,6.855576,6.955553,3.658683,2506100
10/27/1997,6.926988,6.94127,6.498515,6.498515,3.418276,1548200
10/28/1997,6.284278,6.669904,6.155736,6.669904,3.508429,2446600
10/29/1997,6.855576,6.969835,6.841293,6.855576,3.606095,4540100
10/30/1997,6.798446,6.884141,6.741316,6.841293,3.598582,608700
10/31/1997,6.869858,6.912706,6.855576,6.884141,3.621119,345200
11/3/1997,6.94127,7.041248,6.94127,6.984118,3.673708,571000
11/4/1997,6.9984,7.198355,6.9984,7.098378,3.733809,2589700
11/5/1997,7.11266,7.141225,6.969835,6.984118,3.673708,644100
11/6/1997,6.955553,6.984118,6.827011,6.841293,3.640279,493600
11/7/1997,6.798446,7.026965,6.798446,6.9984,3.723875,1297900
11/10/1997,6.9984,7.084095,6.969835,7.069813,3.761875,1312800
11/11/1997,7.041248,7.084095,6.9984,7.026965,3.739077,1165700
11/12/1997,7.026965,7.05553,6.94127,6.9984,3.723875,796800
11/13/1997,7.012683,7.026965,6.955553,6.969835,3.708678,680000
11/14/1997,6.969835,7.012683,6.94127,6.955553,3.701077,881700
11/17/1997,6.955553,7.026965,6.955553,6.984118,3.716277,522000
11/18/1997,7.026965,7.041248,6.969835,6.984118,3.716277,303600
11/19/1997,6.9984,7.041248,6.969835,6.969835,3.708678,792400
11/20/1997,6.984118,7.22692,6.984118,7.212637,3.837871,1949900
11/21/1997,7.184072,7.22692,7.184072,7.198355,3.830271,892200
11/24/1997,7.16979,7.16979,7.069813,7.069813,3.761875,449400
11/25/1997,6.9984,7.026965,6.94127,6.94127,3.693477,1230500
11/26/1997,6.955553,7.22692,6.955553,7.16979,3.815073,1225700
11/28/1997,7.16979,7.212637,7.16979,7.16979,3.815073,260300
12/1/1997,7.16979,7.22692,7.141225,7.198355,3.830271,1259800
12/2/1997,7.184072,7.312614,7.084095,7.312614,3.89107,1192800
12/3/1997,7.28405,7.369744,7.269767,7.369744,3.92147,1132000
12/4/1997,7.355462,7.426874,7.22692,7.22692,3.84547,831400
12/5/1997,7.22692,7.312614,7.198355,7.198355,3.830271,705800
12/8/1997,7.212637,7.212637,7.041248,7.041248,3.746675,917600
12/9/1997,7.041248,7.184072,7.026965,7.084095,3.769475,750400
12/10/1997,7.141225,7.155507,7.084095,7.126943,3.792274,867700
12/11/1997,7.11266,7.141225,7.012683,7.11266,3.784674,780600
12/12/1997,7.11266,7.212637,7.11266,7.126943,3.792274,1196300
12/15/1997,7.069813,7.469721,7.069813,7.398309,3.936667,1585800
12/16/1997,7.369744,7.369744,7.241202,7.312614,3.89107,753500
12/17/1997,7.28405,7.326897,7.28405,7.312614,3.89107,363200
12/18/1997,7.312614,7.398309,7.269767,7.355462,3.913869,957900
12/19/1997,7.312614,7.369744,7.241202,7.369744,3.92147,1354800
12/22/1997,7.312614,7.326897,7.126943,7.141225,3.799874,871200
12/23/1997,7.141225,7.141225,7.069813,7.098378,3.777075,570600
